Incident Date,State,City Or County,# Killed,# Injured,Code
2014-01-01,Virginia,Norfolk,2,2,VA
2014-01-03,New York,Queens,1,3,NY
2014-01-05,Pennsylvania,Erie,1,3,PA
2014-01-11,Mississippi,Jackson,0,4,MS
2014-01-12,Louisiana,Tallulah,0,6,LA
2014-01-12,Alabama,Huntsville,0,5,AL
2014-01-12,Illinois,Elgin,0,5,IL
2014-01-13,Michigan,Detroit,0,4,MI
2014-01-14,California,Los Angeles,0,4,CA
2014-01-16,Utah,Spanish Fork,5,0,UT
2014-01-16,Oklahoma,Ardmore,2,4,OK
2014-01-20,Virginia,Manassas,0,4,VA
2014-01-21,New Jersey,Newark,2,3,NJ
2014-01-25,Florida,Belle Glade,0,4,FL
2014-01-25,Illinois,Chicago,1,4,IL
2014-01-27,Washington,Seattle,1,4,WA
2014-01-27,North Carolina,Rocky Mount,0,4,NC
2014-02-03,Indiana,Franklin,3,2,IN
2014-02-05,Illinois,Chicago,1,3,IL
2014-02-06,Louisiana,New Orleans,0,4,LA
2014-02-07,Florida,Miami,0,5,FL
2014-02-12,Indiana,Gary,0,5,IN
2014-02-12,California,Oakland,1,3,CA
2014-02-12,California,Stockton,1,3,CA
2014-02-15,Nevada,Las Vegas,0,5,NV
2014-02-16,Florida,Orlando (Pine Hills),1,6,FL
2014-02-16,Florida,Jacksonville,1,4,FL
2014-02-16,Indiana,Fort Wayne,0,5,IN
2014-02-16,Texas,Fort Worth,1,4,TX
2014-02-16,Texas,Dallas,1,7,TX
2014-02-20,California,Alturas,4,2,CA
2014-02-20,Indiana,Indianapolis,4,0,IN
2014-02-22,California,Wilmington,0,4,CA
2014-02-25,Virginia,Glade Spring,4,1,VA
2014-03-01,Michigan,Detroit,0,4,MI
2014-03-01,Pennsylvania,Pittsburgh,1,4,PA
2014-03-05,South Carolina,Pelzer,3,1,SC
2014-03-08,Illinois,Chicago,0,6,IL
2014-03-08,California,Richmond,1,3,CA
2014-03-09,Texas,Austin,0,6,TX
2014-03-09,Ohio,Fremont,3,1,OH
2014-03-14,New York,Brooklyn,0,4,NY
2014-03-16,Texas,Beaumont,3,1,TX
2014-03-16,Georgia,Waynesboro,0,4,GA
2014-03-21,South Carolina,North Charleston,0,4,SC
2014-03-23,Texas,Arlington,1,3,TX
2014-03-23,California,Long Beach,1,3,CA
2014-03-23,California,San Francisco,0,7,CA
2014-03-30,Mississippi,Starkville,0,5,MS
2014-03-30,North Carolina,Charlotte,0,5,NC
2014-04-02,Texas,Fort Hood,4,16,TX
2014-04-05,California,Fairfield,0,4,CA
2014-04-05,Arizona,Phoenix,1,3,AZ
2014-04-05,Illinois,Chicago,1,5,IL
2014-04-06,Oklahoma,Oklahoma City,0,4,OK
2014-04-06,Massachusetts,Springfield,0,4,MA
2014-04-07,Louisiana,New Orleans,0,4,LA
2014-04-09,Tennessee,Lookout Valley,3,1,TN
2014-04-09,Illinois,Rockford,0,5,IL
2014-04-11,Indiana,Richmond,0,4,IN
2014-04-12,Louisiana,New Orleans,1,3,LA
2014-04-14,District of Columbia,Washington,0,4,DC
2014-04-20,Illinois,Montgomery,0,6,IL
2014-04-20,Illinois,Chicago,0,5,IL
2014-04-20,Florida,Tampa,2,2,FL
2014-04-22,California,Los Angeles,1,3,CA
2014-04-25,Tennessee,Memphis,2,3,TN
2014-04-27,New York,Troy,0,5,NY
2014-04-29,Georgia,Kennesaw,1,6,GA
2014-04-30,Illinois,Chicago,0,4,IL
2014-05-03,Arkansas,Jonesboro,4,4,AR
2014-05-04,Colorado,Wheat Ridge,0,4,CO
2014-05-04,Illinois,Chicago,1,3,IL
2014-05-10,Georgia,Stone Mountain,1,3,GA
2014-05-10,California,Sacramento,1,6,CA
2014-05-10,Georgia,Decatur,2,3,GA
2014-05-11,Tennessee,Memphis,0,7,TN
2014-05-12,Illinois,Chicago,0,4,IL
2014-05-13,Georgia,Atlanta,0,5,GA
2014-05-17,California,Coachella,1,3,CA
2014-05-17,District of Columbia,Washington,0,5,DC
2014-05-18,Ohio,Sandusky,0,7,OH
2014-05-21,Texas,Dallas,1,3,TX
2014-05-23,California,Bellflower,2,2,CA
2014-05-23,California,Goleta (Isla Vista),4,8,CA
2014-05-23,Louisiana,New Orleans,1,7,LA
2014-05-24,South Carolina,Myrtle Beach,3,1,SC
2014-05-24,Michigan,Detroit,0,4,MI
2014-05-25,Ohio,Toledo,1,3,OH
2014-05-31,California,San Bernardino,1,3,CA
2014-06-01,California,Sacramento,0,4,CA
2014-06-01,Illinois,Chicago,1,5,IL
2014-06-02,Illinois,Chicago,0,7,IL
2014-06-03,Georgia,Atlanta,1,4,GA
2014-06-04,Illinois,Chicago,1,3,IL
2014-06-07,Michigan,Oak Park,1,3,MI
2014-06-07,South Carolina,Moncks Corner,1,5,SC
2014-06-08,Alabama,Opp,1,4,AL
2014-06-09,New Jersey,Paterson,0,6,NJ
2014-06-13,California,Los Angeles,3,1,CA
2014-06-15,Illinois,Park Forest,0,4,IL
2014-06-15,Indiana,Kokomo,0,4,IN
2014-06-20,Maryland,Seat Pleasant,0,4,MD
2014-06-21,District of Columbia,Washington,0,4,DC
2014-06-21,Tennessee,Memphis,0,5,TN
2014-06-22,California,Windsor,1,3,CA
2014-06-24,Florida,Miami,2,7,FL
2014-06-25,Massachusetts,Lowell,0,5,MA
2014-06-26,Michigan,Detroit,2,2,MI
2014-06-26,Wisconsin,Milwaukee,0,5,WI
2014-06-27,California,San Diego,1,3,CA
2014-06-28,New York,Manhattan,0,4,NY
2014-06-28,California,Antioch,0,7,CA
2014-06-29,California,Los Angeles,1,5,CA
2014-06-29,Missouri,Saint Louis,0,4,MO
2014-06-29,Louisiana,New Orleans,1,9,LA
2014-06-30,Kentucky,Lexington,1,3,KY
2014-07-02,Pennsylvania,Chester,0,5,PA
2014-07-04,Virginia,Norfolk,0,5,VA
2014-07-05,Texas,Houston,0,6,TX
2014-07-05,Virginia,Norfolk,0,7,VA
2014-07-05,Indiana,Indianapolis,0,7,IN
2014-07-05,Illinois,Centreville,0,5,IL
2014-07-05,Oregon,Portland,1,4,OR
2014-07-06,New York,Buffalo,0,4,NY
2014-07-06,Missouri,Saint Louis,0,4,MO
2014-07-06,Florida,Miami,2,2,FL
2014-07-07,California,San Bernardino,1,4,CA
2014-07-07,Kentucky,Stopover,0,4,KY
2014-07-08,Rhode Island,Providence,0,5,RI
2014-07-09,Texas,Spring,6,1,TX
2014-07-11,Illinois,Chicago,1,3,IL
2014-07-12,California,Pasadena,3,2,CA
2014-07-13,Connecticut,Stamford,0,5,CT
2014-07-13,District of Columbia,Washington,0,4,DC
2014-07-13,Washington,Skyway,0,5,WA
2014-07-14,California,Sacramento,1,4,CA
2014-07-19,Illinois,Chicago,0,4,IL
2014-07-20,Nevada,Las Vegas,1,3,NV
2014-07-20,Illinois,East Saint Louis,1,3,IL
2014-07-21,Tennessee,Memphis,0,4,TN
2014-07-21,New Jersey,Irvington,0,6,NJ
2014-07-23,Pennsylvania,Braddock,0,4,PA
2014-07-25,Illinois,Chicago,1,6,IL
2014-07-26,Georgia,Sylvester,0,8,GA
2014-07-26,Maine,Saco,5,0,ME
2014-07-26,Arkansas,Pine Bluff,1,3,AR
2014-07-27,Missouri,Saint Louis,0,5,MO
2014-07-28,Pennsylvania,Philadelphia,1,4,PA
2014-07-30,North Carolina,Hope Mills,3,4,NC
2014-08-01,Pennsylvania,Philadelphia,1,3,PA
2014-08-02,Pennsylvania,Pittsburgh,1,5,PA
2014-08-02,Massachusetts,New Bedford,0,7,MA
2014-08-02,Texas,Dallas,3,1,TX
2014-08-03,Tennessee,Columbia,0,5,TN
2014-08-03,Missouri,Saint Louis,0,5,MO
2014-08-03,Texas,Humble,0,7,TX
2014-08-03,Virginia,Culpeper,5,0,VA
2014-08-04,Georgia,Atlanta,0,5,GA
2014-08-06,California,Bakersfield,3,1,CA
2014-08-08,District of Columbia,Washington,0,4,DC
2014-08-08,Wisconsin,Milwaukee,0,4,WI
2014-08-08,New Mexico,Albuquerque,1,3,NM
2014-08-09,Minnesota,Minneapolis,1,8,MN
2014-08-10,California,Moreno Valley,0,7,CA
2014-08-10,Georgia,Wrightsville,0,6,GA
2014-08-10,District of Columbia,Washington,0,6,DC
2014-08-10,Louisiana,New Orleans,2,5,LA
2014-08-12,Georgia,Cartersville,2,3,GA
2014-08-12,New York,Buffalo,1,3,NY
2014-08-13,Louisiana,New Orleans,0,4,LA
2014-08-13,Tennessee,Clarksville,0,4,TN
2014-08-14,Tennessee,Memphis,1,3,TN
2014-08-16,New Jersey,Plainfield,1,3,NJ
2014-08-16,Utah,Salt Lake City,0,6,UT
2014-08-17,Nevada,Las Vegas,0,4,NV
2014-08-17,California,East Palo Alto,1,3,CA
2014-08-17,Massachusetts,Boston,0,4,MA
2014-08-17,New York,Queens,0,4,NY
2014-08-18,Louisiana,Saint Martinville,0,4,LA
2014-08-20,Tennessee,Memphis,0,5,TN
2014-08-24,California,San Fernando,3,4,CA
2014-08-24,Georgia,Augusta,1,3,GA
2014-08-24,Illinois,Chicago,1,3,IL
2014-08-27,Michigan,Detroit,1,3,MI
2014-08-29,Florida,Brooksville,3,1,FL
2014-08-31,California,Livermore,0,5,CA
2014-09-02,California,Highland,0,5,CA
2014-09-02,Mississippi,Jackson,2,3,MS
2014-09-03,California,Los Angeles,0,6,CA
2014-09-04,Michigan,Flint,0,5,MI
2014-09-06,Florida,Orlando,0,4,FL
2014-09-06,Georgia,Macon,0,5,GA
2014-09-11,Michigan,Detroit,1,7,MI
2014-09-14,Alaska,Anchorage,0,6,AK
2014-09-14,Texas,Flour Bluff,3,1,TX
2014-09-15,Louisiana,New Orleans,0,5,LA
2014-09-18,Florida,Bell,8,0,FL
2014-09-19,New York,Queens,0,4,NY
2014-09-20,Mississippi,Batesville,2,2,MS
2014-09-21,Ohio,East Liverpool,0,4,OH
2014-09-26,South Carolina,Florence,1,4,SC
2014-09-27,Missouri,Saint Louis,0,5,MO
2014-09-28,Florida,Miami,0,15,FL
2014-09-28,Pennsylvania,Philadelphia,0,4,PA
2014-09-29,California,Fresno,0,4,CA
2014-09-29,South Carolina,Walterboro,1,7,SC
2014-10-04,California,Pomona,0,4,CA
2014-10-04,Tennessee,Memphis,2,2,TN
2014-10-05,Michigan,Detroit,1,5,MI
2014-10-05,Florida,Jacksonville,3,1,FL
2014-10-08,New York,Guilderland,4,0,NY
2014-10-08,Georgia,Atlanta,0,4,GA
2014-10-11,New York,Utica,0,5,NY
2014-10-12,Georgia,Atlanta,1,3,GA
2014-10-12,California,Stockton,3,1,CA
2014-10-13,Georgia,Atlanta,0,4,GA
2014-10-14,Georgia,Peachtree Corners,3,2,GA
2014-10-16,Michigan,Detroit,1,3,MI
2014-10-18,New York,Queens,0,4,NY
2014-10-18,South Carolina,Graniteville,1,3,SC
2014-10-18,New York,Brooklyn,0,4,NY
2014-10-24,Washington,Marysville,5,1,WA
2014-10-26,Kentucky,Cadiz,4,0,KY
2014-10-29,Tennessee,Memphis,0,5,TN
2014-11-05,California,San Francisco,0,4,CA
2014-11-07,California,Los Angeles,0,4,CA
2014-11-07,California,Compton,0,4,CA
2014-11-08,California,Pomona,0,5,CA
2014-11-15,Missouri,Springfield,4,0,MO
2014-11-15,Florida,Miami,1,3,FL
2014-11-16,Ohio,Akron,1,4,OH
2014-11-16,Texas,El Paso,0,6,TX
2014-11-18,Nevada,North Las Vegas,0,4,NV
2014-11-19,Illinois,Chicago,1,3,IL
2014-11-21,Pennsylvania,Pittsburgh,0,6,PA
2014-11-22,South Dakota,Sisseton,4,1,SD
2014-11-22,Ohio,Springfield,1,3,OH
2014-11-22,Ohio,Cleveland,4,1,OH
2014-11-23,Colorado,Denver,1,4,CO
2014-11-23,Virginia,Parksley,0,4,VA
2014-11-26,California,San Francisco,0,6,CA
2014-11-27,Texas,Georgetown,2,3,TX
2014-11-28,Tennessee,Memphis,0,4,TN
2014-11-29,Georgia,Atlanta,3,2,GA
2014-11-29,New Jersey,Newark,1,3,NJ
2014-11-30,Tennessee,Chattanooga,0,5,TN
2014-11-30,New York,Brooklyn,0,4,NY
2014-12-02,Virginia,Newport News,0,5,VA
2014-12-02,Missouri,Saint Louis,1,5,MO
2014-12-07,Indiana,South Bend,0,4,IN
2014-12-12,Oregon,Portland,0,4,OR
2014-12-13,Florida,Tampa,0,5,FL
2014-12-14,Florida,Miami,1,4,FL
2014-12-15,Pennsylvania,Lansdale,7,0,PA
2014-12-16,New Jersey,Elizabeth,0,4,NJ
2014-12-20,Illinois,Rockford,4,0,IL
2014-12-21,Illinois,Calumet City,1,8,IL
2014-12-21,Mississippi,Waynesboro,1,4,MS
2014-12-21,Florida,Sarasota,2,2,FL
2014-12-22,Illinois,Chicago,0,5,IL
2014-12-22,Michigan,Detroit,1,3,MI
2014-12-22,New York,Webster,4,2,NY
2014-12-23,Kentucky,Winchester,1,3,KY
2014-12-24,Missouri,Saint Louis,1,3,MO
2014-12-26,Illinois,East St. Louis,1,3,IL
2014-12-27,California,Sacramento,0,4,CA
2014-12-27,California,Los Angeles,1,3,CA
2014-12-29,Louisiana,New Orleans,0,4,LA
2015-01-01,Tennessee,Memphis,0,5,TN
2015-01-02,Georgia,Savannah,1,4,GA
2015-01-04,Texas,Dallas,3,1,TX
2015-01-04,Virginia,Roanoke,2,4,VA
2015-01-06,Florida,Miami,1,3,FL
2015-01-07,Tennessee,Chattanooga,1,3,TN
2015-01-08,Massachusetts,Boston,1,3,MA
2015-01-09,California,San Francisco,4,0,CA
2015-01-10,Kansas,Wichita,2,2,KS
2015-01-11,California,San Jose,0,5,CA
2015-01-11,Florida,Lakeland,1,3,FL
2015-01-11,North Carolina,Hope Mills,2,5,NC
2015-01-13,Illinois,Rockford,2,2,IL
2015-01-13,Virginia,Portsmouth,0,5,VA
2015-01-19,Texas,San Antonio,2,5,TX
2015-01-20,Tennessee,Clarksville,1,3,TN
2015-01-23,Massachusetts,Boston,0,6,MA
2015-01-24,Nebraska,Omaha,3,5,NE
2015-01-24,New York,Arverne (Queens),4,1,NY
2015-01-26,California,Stockton,1,3,CA
2015-01-28,Georgia,Ellenwood,1,3,GA
2015-01-31,Georgia,Lagrange,4,0,GA
2015-02-01,New York,New York (Manhattan),1,4,NY
2015-02-01,New York,Syracuse,0,6,NY
2015-02-05,Ohio,Beachwood (Warrensville Heights),3,3,OH
2015-02-06,Oklahoma,Tulsa,1,4,OK
2015-02-07,Georgia,Douglasville,5,2,GA
2015-02-08,Tennessee,Friendship,0,6,TN
2015-02-09,Florida,New Port Richey,3,1,FL
2015-02-15,California,Long Beach,0,5,CA
2015-02-17,Arkansas,Little Rock,1,3,AR
2015-02-20,California,Sacramento,0,4,CA
2015-02-22,Georgia,Clarkesville,3,2,GA
2015-02-22,South Carolina,Charleston,0,4,SC
2015-02-22,Texas,Killeen,4,1,TX
2015-02-23,Florida,Daytona Beach,0,4,FL
2015-02-25,Texas,Houston,3,1,TX
2015-02-26,Missouri,Tyrone,8,1,MO
2015-02-28,Maryland,Baltimore,1,3,MD
2015-03-01,Florida,Orlando,0,4,FL
2015-03-01,Michigan,Detroit,1,5,MI
2015-03-04,California,San Bernardino,3,4,CA
2015-03-07,Missouri,Saint Louis,0,4,MO
2015-03-08,South Carolina,Seneca,1,3,SC
2015-03-09,Illinois,Chicago,1,3,IL
2015-03-10,Georgia,Columbus,0,5,GA
2015-03-13,Mississippi,Brookhaven,2,3,MS
2015-03-14,California,Coachella,0,4,CA
2015-03-14,Georgia,Atlanta,0,5,GA
2015-03-15,California,Compton,0,4,CA
2015-03-17,California,Stockton,3,4,CA
2015-03-18,Arizona,Mesa,1,5,AZ
2015-03-18,New Jersey,Newark,1,3,NJ
2015-03-20,Oklahoma,Oklahoma City,0,4,OK
2015-03-20,Texas,Lancaster,1,5,TX
2015-03-21,Florida,Tampa,0,4,FL
2015-03-22,New Mexico,Albuquerque,1,6,NM
2015-03-23,Tennessee,Clarksville,1,4,TN
2015-03-24,Indiana,Indianapolis,4,0,IN
2015-03-26,Texas,Amarillo,0,4,TX
2015-03-27,Florida,Panama City Beach,0,7,FL
2015-04-02,Maryland,Baltimore,0,5,MD
2015-04-03,Florida,Daytona Beach,0,4,FL
2015-04-05,Pennsylvania,Pittsburgh,1,3,PA
2015-04-05,Michigan,Benton Harbor,0,4,MI
2015-04-05,Indiana,Indianapolis,0,5,IN
2015-04-05,Kentucky,Louisville,1,4,KY
2015-04-07,Georgia,Rome,1,3,GA
2015-04-16,Arizona,Phoenix,5,0,AZ
2015-04-18,New Jersey,Paterson,1,3,NJ
2015-04-18,North Carolina,Charlotte,0,4,NC
2015-04-18,North Carolina,Lumberton,1,3,NC
2015-04-18,Pennsylvania,Williamsport,0,5,PA
2015-04-18,Alabama,Montgomery,0,5,AL
2015-04-19,Virginia,Richmond,0,4,VA
2015-04-21,Texas,Killeen,2,3,TX
2015-04-25,New York,Gates,1,6,NY
2015-04-25,New Jersey,Trenton,0,4,NJ
2015-04-27,Arizona,Gila Bend,2,2,AZ
2015-04-27,New York,Brooklyn,2,4,NY
2015-05-01,Wisconsin,Milwaukee,2,3,WI
2015-05-03,Indiana,South Bend,0,4,IN
2015-05-03,Texas,Houston,0,6,TX
2015-05-03,Wisconsin,Menasha,4,1,WI
2015-05-03,Ohio,Dayton,1,6,OH
2015-05-03,New York,Bronx,0,4,NY
2015-05-04,New York,Buffalo,1,3,NY
2015-05-07,Michigan,Detroit,0,4,MI
2015-05-07,Ohio,Cincinnati,0,4,OH
2015-05-10,New Jersey,Newark,1,3,NJ
2015-05-10,New Jersey,Jersey City,0,4,NJ
2015-05-10,Ohio,Cleveland,1,4,OH
2015-05-12,Maryland,Capitol Heights,1,4,MD
2015-05-12,Arizona,Tucson,5,0,AZ
2015-05-16,Wisconsin,Milwaukee,0,5,WI
2015-05-16,New York,Rochester,0,4,NY
2015-05-16,Maryland,Baltimore,0,5,MD
2015-05-17,Texas,Waco,9,18,TX
2015-05-18,Florida,Miami,1,4,FL
2015-05-18,Missouri,Kinloch,0,4,MO
2015-05-20,Maryland,Baltimore,1,3,MD
2015-05-23,California,Fresno,2,2,CA
2015-05-24,Missouri,Saint Louis,0,4,MO
2015-05-24,Alabama,Montgomery,1,3,AL
2015-05-24,Michigan,Flint,0,7,MI
2015-05-24,Massachusetts,Brockton,0,5,MA
2015-05-25,Illinois,Decatur,1,4,IL
2015-05-26,Louisiana,New Orleans,2,2,LA
2015-05-28,Pennsylvania,Chester,1,3,PA
2015-05-28,Illinois,Chicago,0,5,IL
2015-05-28,Nebraska,Omaha,0,4,NE
2015-05-30,California,San Diego,0,4,CA
2015-05-31,Georgia,Conyers,3,2,GA
2015-05-31,Connecticut,New Haven,0,5,CT
2015-05-31,Maryland,Springdale,1,3,MD
2015-05-31,Ohio,Cleveland,3,1,OH
2015-06-03,New York,Wyandanch,3,1,NY
2015-06-05,Louisiana,New Orleans,1,3,LA
2015-06-05,Iowa,Davenport,0,5,IA
2015-06-06,Illinois,Chicago,0,5,IL
2015-06-06,New York,Buffalo,1,4,NY
2015-06-07,Montana,Deer Lodge,5,0,MT
2015-06-09,Missouri,Saint Louis,1,3,MO
2015-06-10,California,Los Angeles,1,3,CA
2015-06-11,Texas,Houston,1,3,TX
2015-06-11,Connecticut,Bridgeport,1,8,CT
2015-06-12,Florida,Allapattah,0,4,FL
2015-06-13,Georgia,Fayetteville,1,4,GA
2015-06-13,Oklahoma,Oklahoma City,0,4,OK
2015-06-13,New York,Bronx,0,5,NY
2015-06-13,Georgia,Milledgeville,1,3,GA
2015-06-13,Ohio,Columbus,4,1,OH
2015-06-14,Missouri,Saint Louis,0,4,MO
2015-06-14,Oklahoma,Tulsa,0,4,OK
2015-06-14,New Jersey,Camden,1,3,NJ
2015-06-15,New York,Brooklyn,0,4,NY
2015-06-16,Florida,Miami Gardens,0,4,FL
2015-06-17,South Carolina,Charleston,9,0,SC
2015-06-19,Rhode Island,Woonsocket,0,4,RI
2015-06-20,Pennsylvania,Philadelphia,0,10,PA
2015-06-20,Michigan,Detroit,1,11,MI
2015-06-20,North Carolina,Morven,0,4,NC
2015-06-21,Pennsylvania,Pittsburgh (Wilkinsburg),0,4,PA
2015-06-21,Kentucky,Lexington,1,4,KY
2015-06-22,Pennsylvania,Philadelphia,0,7,PA
2015-06-24,New York,New York (Manhattan),0,4,NY
2015-06-27,Michigan,Detroit,0,4,MI
2015-06-27,Massachusetts,Taunton,1,3,MA
2015-06-28,Delaware,Harrington,0,6,DE
2015-06-28,Michigan,Detroit,0,5,MI
2015-06-28,Illinois,Venice,0,6,IL
2015-06-29,Florida,Opa Locka,0,4,FL
2015-07-02,Indiana,Indianapolis,1,3,IN
2015-07-04,Kentucky,Louisville,0,4,KY
2015-07-04,Massachusetts,Pittsfield,1,4,MA
2015-07-04,District of Columbia,Washington,1,3,DC
2015-07-04,Texas,San Antonio,0,4,TX
2015-07-04,New York,Syracuse,0,4,NY
2015-07-05,New Jersey,East Orange,1,3,NJ
2015-07-05,Indiana,Fort Wayne,0,9,IN
2015-07-05,Louisiana,Shreveport,0,6,LA
2015-07-07,Maryland,Baltimore,3,1,MD
2015-07-07,Ohio,Cleveland,1,3,OH
2015-07-12,New Jersey,Jersey City,0,4,NJ
2015-07-12,Illinois,River Forest,2,3,IL
2015-07-13,California,Stockton,1,4,CA
2015-07-13,California,Norwalk,0,4,CA
2015-07-14,Missouri,Saint Louis,0,4,MO
2015-07-15,South Carolina,Holly Hill,4,1,SC
2015-07-15,Ohio,Cleveland,0,7,OH
2015-07-15,Maryland,Baltimore,1,3,MD
2015-07-15,Georgia,Atlanta,0,5,GA
2015-07-15,Michigan,Detroit,0,4,MI
2015-07-16,Tennessee,Chattanooga,6,2,TN
2015-07-16,Texas,Dallas,0,5,TX
2015-07-17,District of Columbia,Washington,1,3,DC
2015-07-17,Ohio,Cincinnati (Westwood),0,4,OH
2015-07-17,Illinois,Chicago,0,5,IL
2015-07-18,Louisiana,Baton Rouge,2,2,LA
2015-07-18,Oregon,Salem,1,4,OR
2015-07-18,California,Santa Paula,0,5,CA
2015-07-18,California,San Diego,0,4,CA
2015-07-19,Virginia,Suffolk,0,4,VA
2015-07-19,North Carolina,Rocky Mount,0,4,NC
2015-07-19,Kentucky,Louisville,0,6,KY
2015-07-20,New York,Bronx,0,6,NY
2015-07-21,Florida,Miami Gardens,1,3,FL
2015-07-22,Georgia,Suwanee,5,0,GA
2015-07-22,Missouri,Saint Louis,0,6,MO
2015-07-23,Louisiana,Lafayette,3,9,LA
2015-07-24,Pennsylvania,Erie,2,5,PA
2015-07-25,Virginia,Hopewell,0,4,VA
2015-07-26,Louisiana,New Orleans,0,4,LA
2015-07-26,Missouri,Kansas City,2,3,MO
2015-07-27,Illinois,Rockford,0,5,IL
2015-07-30,Pennsylvania,Pittsburgh,0,4,PA
2015-08-01,Florida,Orlando,0,4,FL
2015-08-02,New York,Brooklyn,0,9,NY
2015-08-02,Maryland,Baltimore,0,7,MD
2015-08-02,Illinois,Chicago,0,4,IL
2015-08-02,Georgia,Savannah,0,5,GA
2015-08-02,Illinois,Chicago,1,4,IL
2015-08-03,New York,Brooklyn,0,5,NY
2015-08-04,Missouri,Saint Louis,1,4,MO
2015-08-06,South Carolina,Columbia,0,4,SC
2015-08-07,Vermont,Barre (Berlin),4,0,VT
2015-08-08,Texas,Houston,8,0,TX
2015-08-08,Arkansas,Blytheville,1,11,AR
2015-08-08,North Carolina,Gastonia,2,3,NC
2015-08-09,Missouri,Kansas City,0,4,MO
2015-08-09,Michigan,Detroit,1,3,MI
2015-08-09,Mississippi,Forest,1,3,MS
2015-08-10,California,Long Beach,0,4,CA
2015-08-15,Pennsylvania,Pittsburgh,1,3,PA
2015-08-15,South Carolina,Orangeburg,1,3,SC
2015-08-15,California,Los Angeles,0,4,CA
2015-08-16,South Carolina,Bennettsville,0,5,SC
2015-08-16,Illinois,Chicago,0,4,IL
2015-08-16,Texas,Fort Worth,0,6,TX
2015-08-19,New York,Rochester,3,4,NY
2015-08-20,Texas,Grulla (La Grulla),2,2,TX
2015-08-21,Ohio,Cincinnati,2,5,OH
2015-08-21,North Carolina,Durham,0,8,NC
2015-08-22,New Mexico,Roswell,3,1,NM
2015-08-22,Florida,Orlando (Pine Hills),0,4,FL
2015-08-23,California,Modesto,1,7,CA
2015-08-25,Louisiana,New Orleans,1,3,LA
2015-08-26,Florida,West Palm Beach,2,2,FL
2015-08-26,Illinois,Chicago,2,2,IL
2015-08-26,Minnesota,Minneapolis (Brooklyn Center),0,4,MN
2015-08-27,California,Salinas,2,2,CA
2015-08-28,New York,Brooklyn,1,3,NY
2015-08-29,Texas,Tyler,1,3,TX
2015-08-29,Tennessee,Bristol,3,2,TN
2015-08-30,Tennessee,Memphis,1,4,TN
2015-09-05,Missouri,Columbia,0,4,MO
2015-09-05,Nevada,Las Vegas,1,3,NV
2015-09-05,Florida,Daytona Beach,0,4,FL
2015-09-05,North Carolina,Charlotte,1,3,NC
2015-09-07,Colorado,Denver,0,4,CO
2015-09-07,Indiana,Gary,2,4,IN
2015-09-08,Georgia,Berlin,0,4,GA
2015-09-08,Illinois,Chicago,0,4,IL
2015-09-10,Minnesota,Excelsior (Greenwood),5,0,MN
2015-09-11,North Carolina,Charlotte,0,5,NC
2015-09-12,Minnesota,Minneapolis,1,3,MN
2015-09-12,Minnesota,Minneapolis,0,6,MN
2015-09-12,New York,Rochester,2,4,NY
2015-09-12,Louisiana,Shreveport,0,4,LA
2015-09-13,Florida,Ocala,1,5,FL
2015-09-15,New Jersey,Newark,0,4,NJ
2015-09-17,Michigan,Albion,0,4,MI
2015-09-17,South Dakota,Geddes,6,0,SD
2015-09-19,Indiana,Indianapolis,1,3,IN
2015-09-20,Illinois,Chicago,1,5,IL
2015-09-20,Pennsylvania,Philadelphia,1,3,PA
2015-09-20,Oklahoma,Tulsa,0,6,OK
2015-09-23,Florida,Fort Myers,0,4,FL
2015-09-23,Georgia,Norcross,1,3,GA
2015-09-23,Louisiana,Shreveport,0,5,LA
2015-09-24,Illinois,Chicago,0,5,IL
2015-09-25,Illinois,Danville,0,4,IL
2015-09-27,Missouri,Kansas City,0,4,MO
2015-09-27,Illinois,Chicago,0,4,IL
2015-09-27,Georgia,Greenville,0,10,GA
2015-09-28,Ohio,Dayton,0,4,OH
2015-09-28,Illinois,Chicago,2,3,IL
2015-09-28,Illinois,Chicago,3,2,IL
2015-09-28,Ohio,Cincinnati (Evanston),0,5,OH
2015-10-01,Oregon,Roseburg,10,9,OR
2015-10-02,Maryland,Baltimore,1,4,MD
2015-10-06,Maryland,Baltimore,0,5,MD
2015-10-09,Arizona,Flagstaff,1,3,AZ
2015-10-10,Tennessee,Memphis,0,6,TN
2015-10-10,Illinois,Peoria,1,3,IL
2015-10-10,North Carolina,Charlotte,0,4,NC
2015-10-12,Georgia,Decatur,0,4,GA
2015-10-17,Florida,Fort Myers,1,4,FL
2015-10-17,Indiana,Elkhart,0,4,IN
2015-10-18,Louisiana,New Orleans,0,4,LA
2015-10-19,Illinois,Calumet City,0,6,IL
2015-10-22,Tennessee,Nashville,1,3,TN
2015-10-24,South Carolina,Bamberg,0,4,SC
2015-10-25,North Carolina,Four Oaks,0,5,NC
2015-10-25,District of Columbia,Washington,0,5,DC
2015-10-25,Arizona,Phoenix,1,4,AZ
2015-10-26,Indiana,Evansville,0,5,IN
2015-10-27,Texas,Fort Worth,0,5,TX
2015-10-28,Louisiana,Houma,1,3,LA
2015-11-02,South Carolina,Pendleton,4,0,SC
2015-11-03,Florida,Jacksonville,2,3,FL
2015-11-06,California,Bakersfield,0,4,CA
2015-11-07,Colorado,Denver,1,3,CO
2015-11-08,Michigan,Warren,0,4,MI
